Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,hub_delta_v_less_than_1mph,hub_zip_code,hub_location,hub_crash_type,hub_is_police_reported,hub_is_any_injury_reported,data_period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?
30270-12008,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S11R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,f1ee4f3524445ac,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,00:09, ,dd60301d1790d57,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,,,,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 25, 2025 at 12:09 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on Lombard Street near Polk Street. 
The Waymo AV was traveling eastbound on Lombard Street when it slowed to a stop to yield to a passenger car that slowed to stop in-lane facing east on Lombard Street. While the Waymo AV was stopped, the passenger car reversed and the rear of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-12059,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S1XR1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,3ea61b389aef32a,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,09:31, ,81936f2041c0cfa,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,"Other, see Narrative",Property Damage. No Injured Reported,,Proceeding Straight,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 31, 2025 at 9:31 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a tow truck on Oakwood Avenue near N. Madison Avenue.
The Waymo AV was traveling westbound on a narrow portion of Oakwood Avenue when it maneuvered to the right and came to a stop to yield to a tow truck that was traveling eastbound on Oakwood Avenue. While the Waymo AV remained stopped, the tow truck proceeded forward to pass the Waymo AV and the left side of the tow truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle was towed away.  Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - All Belted
30270-11887,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S19M1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2021.0, ,82a413f84a9cd60,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,23:57, ,e5e7fbb48fed3ea,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,SUV,Property Damage. No Injured Reported,,Stopped,,, , , , , , , ,Y, , , ,Proceeding Straight,,,,7.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,Tempe Police Department, ,,,,,,,,Yes, ,"On October 7, 2025 at 11:57 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a SUV on W. Broadway Road at Priest Drive. 
The Waymo AV was stopped facing east in the fourth to the right lane on W. Broadway Road in a queue of traffic for a red light at the intersection with Priest Drive. An SUV was stopped facing east in the adjacent designated left turn lane to the left of the Waymo AV. As the light turned green and the Waymo AV began to proceed forward, a passenger in the SUV opened the front right side door, and the open front right side door of the SUV made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-12035,1,Waymo LLC,5-Day,,,NOV-2025,SADHW2S11R1,,,JAGUAR,I-PACE, ,2024.0, ,bc3d0068e6fa58e,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,21:00, ,3af663c87eac5ea,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Tempe, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,,,,Proceeding Straight,,,,5.0, , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 30, 2025 at 9:00 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a speed bump on W. 7th Street near S. Maple Avenue. 
The Waymo AV was traveling northwestbound on W. 7th Street at a low rate of speed when the undercarriage of the Waymo AV made contact with a speed bump. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. A passenger in the Waymo AV was not belted at the time of the collision.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative
30270-11842,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S12R1,,,JAGUAR,I-PACE, ,2024.0, ,658c7c13f13b1e7,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,18:38, ,ef50e523c1ceea9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,SUV,Property Damage. No Injured Reported,,Passing,,, , , , , , , ,Y, , , ,Parked,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 3, 2025 at 6:38 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on 19th Street at 3rd Street. 
The Waymo AV was traveling eastbound on 19th Street when it slowed to a stop and parked partially in-lane for a passenger drop-off with hazard lights activated. While the Waymo AV was stopped, an SUV that was traveling eastbound on 19th Street proceeded to pass to the left of the parked Waymo AV. As the SUV was maneuvering around the Waymo AV, a passenger in the Waymo AV opened the rear left door and the right side of the SUV made contact with the open rear left door of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The passengers in the Waymo AV were not belted at the time of the collision, likely as they were preparing to exit the Waymo AV.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative
30270-11884,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S16R1,,,JAGUAR,I-PACE, ,2024.0, ,18c3eea97dff714,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,22:11, ,c5d0bde1a4f83ed,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , ,Y, , , , , ,Proceeding Straight,,,,25.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 10, 2025 at 10:11 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on E. 3rd Street near Wall Street. 
The Waymo AV was traveling northwestbound on E. 3rd Street in the right lane. While the Waymo AV continued to proceed straight, a passenger car traveling northwestbound on E. 3rd Street in the right lane approached the Waymo AV from behind and the front left side of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11883,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S14R1,,,JAGUAR,I-PACE, ,2024.0, ,0d1be91d5f1c684,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,18:20, ,3f169a09f1a1430,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Bus,Property Damage. No Injured Reported,,Backing,,, , , ,Y, , , , , , , ,Stopped,,,,0.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On October 9, 2025 at 6:20 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a bus on Broadway near Grant Avenue. 
The Waymo AV was stopped facing east in the right lane on Broadway behind a bus in a queue of traffic. As traffic ahead advanced, the Waymo AV momentarily proceeded forward, then came to a stop again to yield to the bus, which had stopped in lane with its hazard lights active. The bus then began to reverse, maneuvering to parallel park at the curb on the right side of the roadway. As the bus continued to reverse, the rear left side of the bus made contact with the front right side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11882,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S1XR1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,21292cd005776a3,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,02:25, ,8323c3f4e4a2b38,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,SUV,Property Damage. No Injured Reported,,Proceeding Straight,,, ,Y, , , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 9, 2025 at 2:25 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on Clinton Street near N. Kenmore Avenue. 
The Waymo AV was traveling eastbound on a narrow portion of Clinton Street with vehicles parked on both sides when it came to a stop to yield to an SUV traveling westbound on Clinton Street. As the SUV passed the stationary Waymo AV, the left side of the SUV made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The SUV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-11874,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S17R1,,,JAGUAR,I-PACE, ,2024.0, ,d7b3679103bf394,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,16:00, ,7ed218ffbe82b26,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , ,, , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , ,Y, , , , , ,Proceeding Straight,,,,2.0, ,Y, , , , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 9, 2025 at 4:00 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on Silver Lake Boulevard near Scott Place. 
The Waymo AV was traveling northeastbound on Silver Lake Boulevard when it began slowing to yield to a queue of traffic on Silver Lake Boulevard. While the Waymo AV was slowing, a passenger car traveling northeastbound on Silver Lake Boulevard approached the Waymo AV from behind, and began to maneuver to the right of the Waymo AV.  The front left side of the passenger car made contact with the rear right side of the Waymo AV, and the front right side of the passenger car made contact with the rear left side of a van that was parked at the curb. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. All three vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-11868,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S18M1,,,JAGUAR,I-PACE, ,2021.0, ,66e5f5ca1d65aee,,,In-Vehicle (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,15:14, ,30d0a676f0644a8,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,, , ,Y,, , ,,,,SUV,Minor W/O Hospitalization,,Parked,,, , , ,Y, , , , , , , ,Proceeding Straight,,,,9.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,,San Francisco Police Department, ,,,,,,,,Yes, ,"On October 9, 2025 at 3:14 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on 26th Street near Blair Terrace.
The Waymo AV was traveling westbound on 26th Street in autonomous mode when it approached a portion of the roadway with vehicles parked at the curb on the north side. A van that was traveling eastbound on 26th Street began crossing into the path of the Waymo AV. The Waymo AV began slowing and maneuvering to the right as the van approached, and the test driver transitioned the Waymo AV to manual mode. The test driver then maneuvered the Waymo AV further to the right, and the front right side of the Waymo AV made contact with the rear left side of an SUV parked at the curb on the north side of 26th Street. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage. The driver of the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Not Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted
30270-11865,1,Waymo LLC,Monthly,10.0,2025.0,NOV-2025,SADHW2S19R1,,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],JAGUAR,I-PACE, ,2024.0, ,23b0138d7f69a3a,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,15:57, ,c7e36d5fe485dd7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Los Angeles, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,,,,,, , ,Y,, , ,,,,Heavy Truck,No Injured Reported,,Backing,,, , ,Y, , , , , , , , ,Stopped,,,,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 2, 2025 at 3:57 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a heavy truck in a parking lot at 8496 Osage Avenue. 
The Waymo AV was traveling westbound in a parking lot at 8496 Osage Avenue when it slowed to a stop to yield to a heavy truck that was facing west and executing a reversing turn into a loading dock parking stall at the south side of the parking lot. The heavy truck came to a stop, proceeded forward a short distance, and then came to a stop again. While the heavy truck was stopped, the Waymo AV proceeded forward to pass to the right of the heavy truck. As the Waymo AV was passing the heavy truck, the heavy truck once again initiated a reversing turn towards the parking stall and the Waymo AV came to a stop to yield to the heavy truck. The heavy truck continued to reverse and the front right corner of the heavy truck's trailer made contact with the rear left of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle
30270-11864,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,40e28007c7aa3e7,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,20:42, ,f2e0606b20a817f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Santa Monica, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Intersection,,,,,,Y, , ,, , ,,,,SUV,Minor W/O Hospitalization,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,,,,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,Santa Monica Police Department, ,,,,,,,,Yes, ,"On October 8, 2025 at 8:42 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Santa Monica, California was in a collision involving an SUV on Barnard Way near Ocean Park Boulevard. 
The Waymo AV was traveling southeastbound on Barnard Way in the left lane when it came to a stop for a stop sign at the intersection with a parking lot driveway near 2701 Barnard Way. While the Waymo AV was stopped, an SUV traveling southeastbound on Barnard Way in the left lane approached the Waymo AV from behind and the front of the SUV made contact with the rear of the stationary Waymo AV. The Waymo AV proceeded southeastbound past the intersection and parked at the curb with its hazard lights activated, and the SUV followed and parked behind the Waymo AV. After remaining stopped for approximately 11 minutes, the driver of the SUV executed a series of U-turn maneuvers across Barnard Way, eventually proceeding southeastbound to pass to the left of the Waymo AV. The SUV again executed a U-turn, proceeded northwestbound past the Waymo AV, then made another U-turn to proceed southeastbound again, at which point the SUV approached the Waymo AV from behind and the front right side of the SUV made contact with the rear left side of the stationary Waymo AV. At the time of both impacts, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The rear passenger in the Waymo AV was not belted at the time of the second collision. All three passengers in the Waymo AV alleged minor injuries.
 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,,,,,,,post_june16,Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , , ,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - All Belted
