Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN - Unknown,Serial Number,Make,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Other Federal Reg. Exemption,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged?,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Date,Incident Date - Unknown,Notice Received Date,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Address - Unknown,City,City - Unknown,State,Zip Code,Zip Code - Unknown,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Data Period,VIN Decoded,Make - Unknown,Automation Feature Version,Automation Feature Version CBI,Engagement Status,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Partly Cloudy,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Reason Not In Hub
30270-11217,1,Waymo LLC,Monthly,6.0,2025.0,JUL-2025,SADHW2S10R1,,,JAGUAR,I-PACE, ,2024.0, ,7748c1f8d3f6fe7,,,In-Vehicle (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,JUN-2025, ,,17:26, ,243a5cc53e4d04a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Austin, ,TX,, ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,1.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On June [XXX], 2025 at 5:26 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on [XXX] in the third from the right lane and came to a stop in a queue of traffic. As traffic in all lanes started to proceed forward, the Waymo AV slowly proceeded forward with its left turn signal activated, yielding to traffic and momentarily stopping in an attempt to merge into the left adjacent lane. A passenger car that was initially stopped directly behind the Waymo AV began to proceed forward and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position).The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11403,1,Waymo LLC,5-Day,,,JUL-2025,SADHW2S19M1,,,JAGUAR,I-PACE, ,2021.0, ,b7b40f70f5e3f4f,,,In-Vehicle (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,JUL-2025, ,,13:57, ,90b259cb9879f1a,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Santa Clara, ,CA,, ,Street,,,,,,Y, , , , , ,,,,SUV,Moderate W/ Hospitalization,,Changing Lanes,,, , , , , , , , ,Y, , ,Making Left Turn,"Yes Subject Vehicle, Yes Crash Partner","Yes Subject Vehicle, Yes Crash Partner",Subject Vehicle - All Belted,25.0, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,,Santa Clara Police Department, ,,,,,,,,Yes, ,"On July [XXX], 2025 at 1:57 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Santa Clara, California was in a collision involving an SUV on [XXX] near [XXX].
The Waymo AV was stopped on [XXX], preparing to turn right onto northeastbound [XXX] while yielding to oncoming traffic. Once oncoming traffic had cleared, the Waymo AV began to turn right into the rightmost lane on northeastbound [XXX]. As the Waymo AV was completing the right turn, the test driver transitioned the Waymo AV to manual mode. The test driver changed lanes without a signal activated, crossing through the center travel lane and into the dedicated left turn lane where the test driver began to make an unprotected left across southwestbound [XXX]. During this unprotected left turn, an SUV was traveling in the leftmost southwestbound lane. The SUV began to maneuver towards the rightmost lane while the test driver was completing the left turn, and the front of the SUV made contact with the passenger side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment, a vehicle involved was towed away, and airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation, Version 10", ,Verified Not Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11419,1,Waymo LLC,Monthly,7.0,2025.0,AUG-2025,SADHW2S13R1,,,JAGUAR,I-PACE, ,2024.0, ,df813095ba967dd,,,In-Vehicle (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,JUL-2025, ,,19:36, ,65f46e4ce0abf66,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Austin, ,TX,, ,Parking Lot,,,,,,Y, , , , , ,,,,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Crash Partner, No Subject Vehicle",Subject Vehicle - All Belted,3.0, , , , , ,Y, , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On July [XXX], 2025 at 7:36 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving the roof of a covered parking stall at [XXX]. 
The Waymo AV was traveling northwestbound in a parking lot at [XXX] when the test driver transitioned the Waymo AV to manual mode. The test driver proceeded to make a right turn into a covered parking stall and the sensor mounted on the roof of the Waymo AV made contact with the front edge of the roof covering the parking stall. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01.  Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Not Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11472,1,Waymo LLC,Monthly,7.0,2025.0,AUG-2025,SADHW2S11R1,,,JAGUAR,I-PACE, ,2024.0, ,706b41e5720d667,,,In-Vehicle and Remote (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,JUL-2025, ,,16:17, ,7420c3cf426bdfb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Miami Beach, ,FL,, ,Intersection,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Proceeding Straight,,, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On July [XXX], 2025 at 4:17 PM ET a Waymo Autonomous Vehicle (""Waymo AV"") operating in Miami Beach, Florida was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was traveling southbound on [XXX] in the right lane and slowed to a stop for a red light at the intersection with [XXX]. A passenger car traveling directly behind the Waymo AV approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11499,1,Waymo LLC,5-Day,,,AUG-2025,SADHW2S15M1,,,JAGUAR,I-PACE, ,2021.0, ,c4c1d30bed93b05,,,In-Vehicle (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,AUG-2025, ,,11:16, ,0444203bbe1ac87,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Houston, ,TX,, ,Intersection,,,,,, , ,Y, , , ,,,,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,12.0, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On August [XXX], 2025 at 11:16 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Houston, Texas was in a collision involving a roadside curb on [XXX] at [XXX]. 
The Waymo AV was traveling westbound on [XXX] when a passenger car that was traveling northbound on [XXX]  made a left turn onto westbound [XXX] into the Waymo AV's lane of travel. As the passenger car approached the left of the Waymo AV, the test driver transitioned to manual mode and manually maneuvered the Waymo AV to the right, and the front right and rear right tires of the Waymo AV made contact with the curb. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Not Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11518,1,Waymo LLC,5-Day,,,AUG-2025,SADHW2S19R1,,,JAGUAR,I-PACE, ,2024.0, ,0c1e9551cc957f9,,,In-Vehicle and Remote (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,AUG-2025, ,,16:41, ,842912869025dbe,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,Miami, ,FL,, ,Parking Lot,,,,,,Y, , , , , ,,,,Other Fixed Object,Property Damage. No Injured Reported,,,,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,9.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On August [XXX], 2025 at 4:41 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Miami, Florida was in a collision involving the exterior wall of a gas station store at [XXX]. 
The Waymo AV was traveling westbound in autonomous mode on [XXX] when the Waymo AV test driver transitioned to manual mode near [XXX]. The test driver continued westbound on [XXX] and made a right turn at the intersection with [XXX] and then a left turn into the [XXX] at [XXX]. The test driver traveled westbound within the gas station and then made a right turn towards a parking stall in front of the gas station store. As the test driver was about to complete the parking maneuver, they accelerated forward towards the exterior wall of the gas station store and the front of the Waymo AV made contact with the cement bumper and pillars in front of the gas station store and the exterior wall of the store. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV, the pillar, and the exterior wall sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Not Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11550,1,Waymo LLC,Monthly,8.0,2025.0,SEP-2025,SADHW2S19M1,,,JAGUAR,I-PACE, ,2021.0, ,d486f6b56e17cbc,,,In-Vehicle and Remote (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,AUG-2025, ,,10:33, ,0a13e468fe82e15,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,, ,San Francisco, ,CA,, ,Street,,,,,,Y, , , , , ,,,,Passenger Car,Property Damage. No Injured Reported,,Backing,,, , , , , , ,Y, , , , ,Stopped,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , , , ,Y, , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On August [XXX], 2025 at 10:33 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southwestbound on [XXX] when it slowed to a stop to yield to a passenger car stopped in-lane. While the Waymo AV was stopped, the passenger car reversed and the rear of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-1160,1,Waymo LLC,1-Day,,,SEP-2021,SADHW2S12M1, ,,Jaguar,I-Pace, ,2021.0, ,68397cbf53d7d3b,8500.0, ,In-Vehicle (Commercial / Test),5th Generation ADS, , ,, , ,, , ,, , ,,, , ,,,Yes,ADS,Waymo LLC, , ,Y, , , , , ,,AUG-2021, ,AUG-2021,17:41, ,930d0910bc2916c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA ,,Y,Street,Dry,No Unusual Conditions,25.0, ,Daylight,Y, , , , , , , ,,Passenger Car,No Injuries Reported,Yes,Parked,No,No, ,Y, , , , , , , , , ,Backing,No,Yes,Yes,2.0, , , , , , , ,Y, , , , , , ,Y, ,Y,Y, , ,No,, ,Yes,, ,, ,, ,Yes, ,"On August [XXX], 2021 at 5:41 PM PDT, Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco was in a collision involving an unoccupied parked passenger vehicle at [XXX]. While performing a multipoint turn at the north end of [XXX] (a dead-end road), the Waymo AV was in reverse at approximately 2 MPH when it made contact with the front driver's side door of an unoccupied parked passenger vehicle. The Waymo AV was in autonomous mode until just before making contact, when the test driver transitioned the Waymo AV into manual mode. The contact caused minor scuffing and a small dent in the door handle of the parked vehicle's driver door and minor damage to the plastic sensor housing on the Waymo AV's rear passenger's side.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because the Waymo AV was towed from the scene (though the Waymo AV was driveable). Waymo may supplement or correct its reporting with additional information as it may become available.", ,"Prior to June 16, 2025 (Amendment 2)",,,,,,,,,,,,,,,,,,,,,,,,Likely excluded by Waymo hub methodology (pre-June 2025)
30270-11689,1,Waymo LLC,5-Day,,,SEP-2025,L6TZB1G18SU,,,ZEEKR,RT, ,2025.0, ,f1bc3c0203b65ef,,,In-Vehicle and Remote (Commercial / Test),,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,SEP-2025, ,,16:32, ,388c947105d0bb7,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,San Francisco, ,CA,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Parking Lot,,,,,,Y, , , , , ,,,,Other Fixed Object,Minor W/O Hospitalization,,,,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,11.0, , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On September [XXX], 2025 at 4:32 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California made contact with the pavement at the parking lot entrance of [XXX]. 
The Waymo AV was in autonomous mode traveling eastbound on [XXX] when it began to turn left into a parking lot at [XXX]. As the Waymo AV proceeded northbound into the entrance of the parking lot, the Waymo AV's undercarriage made contact with the pavement at the entrance of the parking lot. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The test driver of the Waymo AV alleged minor injuries.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
30270-11836,1,Waymo LLC,5-Day,,,OCT-2025,SADHW2S19R1,,,JAGUAR,I-PACE, ,2024.0, ,bc680d592472f72,,,,,,,,,,,,,,,,,,,,,,,ADS,Waymo LLC, , ,Y, , , , ,,,OCT-2025, ,,16:14, ,bfc23b58aba27de,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Phoenix, ,AZ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,Street,,,,,,Y, , , , , ,,,,Heavy Truck,Property Damage. No Injured Reported,,Parked,,, , , ,Y, , , , , , , ,Passing,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,1.0, , , ,Y, , , , , , , , , , ,Y, ,Y, , , ,,, ,,,,,,,,Yes, ,"On October 2, 2025 at 4:14 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a heavy truck with a flatbed trailer on E. Indianola Avenue near N. 16th Street. 
The Waymo AV was traveling eastbound on E. Indianola Avenue behind a heavy truck with an attached flatbed trailer when the heavy truck slowed to a stop and parked at the curb on the south side of E. Indianola Avenue near a stop sign at the intersection with N. 16th Street. The Waymo AV slowed to a stop to yield to the parked heavy truck, which was partially in the Waymo AV's lane of travel. The Waymo AV proceeded to maneuver around the left side of the heavy truck and the front right side of the Waymo AV made contact with the rear left side of the flatbed of the heavy truck. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. 

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,"After June 16, 2025 (Amendment 3)",Y, ,"5th Generation ADS, Version 10", ,Verified Engaged, , , , , , , ,Y, , , , , , , , , , ,Likely newer than hub update cycle (post-June 2025)
